,track_id,artists,track_name,popularity,duration_ms,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,track_genre,followers,explicit_label,fame_score
551,4gZGAVECoiutzp64KSHNjE,BTS,MIC Drop,67,238193,False,0.667,0.889,6,-4.851,1,0.0917,0.00912,0.0,0.0816,0.541,169.961,4,k-pop,31623813.0,Non-Explicit,0.9424301084207701
552,6BskTMfDjXVzeqQHOau5Vi,BTS,Epilogue: Young Forever,67,171803,False,0.606,0.815,5,-3.818,0,0.232,0.04,0.0,0.119,0.386,88.054,4,k-pop,31623813.0,Non-Explicit,0.9424301084207701
553,3FnDv33WrrMtuEr7hNR3ev,BTS,Boy in Luv,67,230778,False,0.491,0.947,0,-2.252,1,0.306,0.00261,0.0,0.34,0.474,166.236,4,k-pop,31623813.0,Non-Explicit,0.9424301084207701
554,6IqKFke4ZhKbGYULllEezY,ENHYPEN,Go Big or Go Home,67,201707,False,0.766,0.844,10,-3.993,0,0.0575,0.0502,0.0,0.269,0.823,,4,anime,799974.0,Non-Explicit,0.7108918014457567
555,72uSoNIf7eScfGZFQjNHrR,Eve,Dramaturgy,67,238181,False,0.592,0.9,3,-1.73,0,0.0741,0.0192,0.0,0.172,0.706,149.018,4,anime,863519.0,Non-Explicit,0.7157048518731439
556,7HPM13Xek5XoRWxRzHfvkB,Jubin Nautiyal,Dil Galti Kar Baitha Hai,67,273272,False,0.612,0.78,1,-5.123,0,0.0814,0.0781,0.0,0.0593,0.554,92.059,4,k-pop,887733.0,Non-Explicit,0.7174462345769224
557,3Gk1LfB771PIEGgsEa7gcV,BLACKPINK,Love To Hate Me,67,169797,False,0.689,0.656,8,-4.532,1,0.143,0.0365,0.0,0.136,0.623,162.269,4,k-pop,20950428.0,Non-Explicit,0.9165029956808098
558,1D6lK8qADoErTTLkY4YBfM,CHEN,Everytime,67,189355,False,0.514,0.736,10,-4.364,1,0.0321,0.483,0.0,0.18,0.495,90.002,4,k-pop,1178465.0,Non-Explicit,0.7352848320692907
559,2Pp9osgyIcw6o1avfDDDhH,BLACKPINK,Forever Young,67,237076,False,0.592,0.961,4,-1.807,1,0.096,0.0423,0.0,0.0882,0.508,109.826,4,k-pop,20950428.0,Non-Explicit,0.9165029956808098
560,4hAmLeBT1Ryk2oxSMMiJ7z,Karan Aujla,Oouuu,67,147200,False,0.779,0.693,8,-6.033,0,0.0885,0.0832,0.0,0.0874,0.469,,4,hip-hop,990644.0,Non-Explicit,0.7243528109962022
561,2qgXrzJsry4KgYoJCpuaul,The Local Train,Choo Lo,67,233630,False,0.512,0.695,4,-6.349,1,0.0271,0.0265,0.00815,0.146,0.351,145.957,4,hip-hop,701766.0,Non-Explicit,0.7026443275732853
562,0cSkn2l67csUljEy0EEBPn,LiSA,炎,67,275000,False,0.477,0.685,2,-4.554,1,0.0325,0.105,0.0,0.277,0.308,152.04,4,anime,1790198.0,Non-Explicit,0.7616125385562987
563,1jZZm43y7RPuwjJQ5LrGHe,BTS,Jump,67,236488,False,0.495,0.974,7,-0.947,0,0.282,0.0349,0.0,0.44,0.763,102.077,4,k-pop,31623813.0,Non-Explicit,0.9424301084207701
564,6q9XTgfWilsnyiFofvYrIF,Neha Kakkar,"Garmi (From ""Street Dancer 3D"") (feat. Varun Dhawan)",67,182738,False,0.788,0.87,9,-5.217,1,0.177,0.123,1.43e-05,0.0692,0.884,109.974,4,hip-hop,18120286.0,Non-Explicit,0.9073646554043434
565,7sd72KZS8D59g5NmhxyHpJ,Koffee,Toast,67,191502,False,0.906,0.638,10,-7.917,0,0.256,0.0342,1.7e-05,0.0725,0.789,99.959,4,j-dance,385010.0,Non-Explicit,0.6648428422099698
566,30QD4VRP9yEneOh0eGTrtJ,Billie Holiday,Solitude,67,207600,False,0.462,0.15,8,-13.531,1,0.0522,0.984,0.000902,0.105,0.19,,3,jazz,1411671.0,Non-Explicit,0.7466543917828049
567,69mhZKG0nDbSK7NoINWEsE,ENHYPEN,I Need The Light,66,185293,False,0.594,0.869,0,-4.995,0,0.0728,0.0638,0.0,0.346,0.802,152.113,4,anime,799974.0,Non-Explicit,0.7108918014457567
568,0F845nujLVqCb0XMZCh5Pc,Chet Baker,I Fall In Love Too Easily,66,201440,False,0.532,0.0657,0,-19.136,0,0.0406,0.94,0.00488,0.0946,0.292,,4,jazz,713370.0,Non-Explicit,0.7036770124379791
569,3P4Lsg2MNqG8XLXZJUo4GT,Michael Bublé,Sway - Sped Up Version,66,147135,False,0.608,0.671,2,-5.643,1,0.0422,0.73,1.88e-06,0.0849,0.872,161.768,4,jazz,4498944.0,Non-Explicit,0.8196384672893959
570,7rj8aNwZqTvrUeLlAyNWtZ,Charly Black,Gyal You A Party Animal,66,214866,False,0.588,0.841,0,-5.138,1,0.0932,0.026,0.0,0.33,0.871,134.577,5,j-dance,237438.0,Non-Explicit,0.6344066090415319
571,1WoOzgvz6CgH4pX6a1RKGp,Fetty Wap,My Way (feat. Monty),66,213053,True,0.748,0.741,6,-3.103,1,0.0531,0.00419,0.0,0.147,0.537,128.077,4,j-dance,4054560.0,Explicit,0.8130897747422653
572,0bGJHUPR6ems9tzIljlPFR,BTS,Begin,66,229740,False,0.566,0.842,9,-5.222,0,0.0442,0.00357,0.000253,0.141,0.308,131.05,4,k-pop,31623813.0,Non-Explicit,0.9424301084207701
573,0EmYZZ8OqeALedVhijSjsg,TOMORROW X TOGETHER,CROWN,66,230706,False,0.623,0.8,5,-5.819,1,0.0424,0.0497,0.0,0.0619,0.58,110.979,4,k-pop,3334132.0,Non-Explicit,0.8007713820860913
574,4IQqOlTZpfjnSTOArpZX5j,Farasat Anees,BIBA,66,216216,False,0.758,0.573,6,-6.221,0,0.0428,0.0888,0.000677,0.0834,0.284,110.983,4,hip-hop,2884.0,Non-Explicit,0.3566939088768768
575,0zsA45R0SQPfqC5TyDOqY8,Hiphop Tamizha,Neeyum Naanum Anbe,66,285250,False,0.467,0.826,4,-3.885,0,0.049,0.298,0.0,0.204,0.417,160.025,4,hip-hop,2125891.0,Non-Explicit,0.7724344959450109
576,3lRzVvMNG1QJcHlhLXM0lA,Sidhu Moose Wala,Signed to God,66,147741,False,0.833,0.67,7,-7.313,1,0.194,0.046,0.0,0.0468,0.7,92.991,4,hip-hop,3558210.0,Non-Explicit,0.8048671421593074
577,1zAkNzJZVPrWDCnowb1vpZ,Anirudh Ravichander,Oh Penne,66,276400,False,0.483,0.65,7,-6.752,0,0.0349,0.573,2.97e-05,0.228,0.637,94.988,4,hip-hop,4039449.0,Non-Explicit,0.8128546604280386
578,0HTb4JfMtMkMYUtyd19In3,Bilal Saeed,Baari,66,235297,False,0.658,0.539,3,-7.043,1,0.0433,0.857,1.45e-06,0.0999,0.461,80.088,4,hip-hop,868244.0,Non-Explicit,0.7160484597280213
579,7AW4g4I9fPfUIyqtbsuAkM,AP Dhillon,Droptop,66,141176,False,0.899,0.479,2,-10.432,1,0.272,0.0126,0.0,0.142,0.309,85.005,4,hip-hop,110010.0,Non-Explicit,0.5859634962168149
580,4fyR24BKznXBLNkK8LwWla,Yo Yo Honey Singh,Dheere Dheere,66,212412,False,0.73,0.58,0,-7.976,1,0.124,0.0399,2.48e-05,0.0703,0.55,167.915,4,hip-hop,5726009.0,Non-Explicit,0.834824813410101
581,0cpyy8xLYRt1OdlnqPmMnm,Manni Sandhu,Majhail,66,175187,False,0.811,0.844,8,-4.395,1,0.0898,0.31,0.0,0.731,0.889,,4,hip-hop,171388.0,Non-Explicit,0.613880655352779
582,6SQUopvuZyrWYjYayxxSXl,Brave Girls,Rollin',66,197746,False,0.691,0.859,1,-4.118,1,0.112,0.0302,0.0,0.165,0.541,124.958,4,k-pop,116292.0,Non-Explicit,0.589460261172411
583,7lB4rxNVc7vm33ZSZXVRAQ,TWICE,CHEER UP,66,208853,False,0.551,0.885,6,-1.489,1,0.124,0.139,0.0,0.114,0.509,172.95,4,k-pop,8676701.0,Non-Explicit,0.8609956892533707
584,4ghGrdxwqLA6ZoCiu0u4IR,BLACKPINK,Don't Know What To Do,66,201081,False,0.628,0.64,6,-4.164,0,0.0491,0.0992,0.0,0.138,0.409,129.815,4,k-pop,20950428.0,Non-Explicit,0.9165029956808098
585,00J8yszzb5PR6ZIvSBtg0Y,BLACKPINK,You Never Know,66,229201,False,0.527,0.462,5,-5.504,1,0.0494,0.227,0.0,0.164,0.334,,4,k-pop,20950428.0,Non-Explicit,0.9165029956808098
586,7bi5vk9KoY6Flkat31ViYD,BLACKPINK,Crazy Over You,66,161945,False,0.805,0.66,4,-5.342,1,0.0582,0.0367,6.4e-05,0.215,0.617,114.954,4,k-pop,20950428.0,Non-Explicit,0.9165029956808098
587,2ZMkjvuOQOD9HLplTDjbTA,JEON SOMI,XOXO,66,207650,False,0.703,0.611,4,-6.376,1,0.0313,0.0705,0.0,0.133,0.527,144.991,4,k-pop,,Non-Explicit,
588,3dG1jxbfBIZvzyFwAcsmS0,ENHYPEN,Not For Sale,66,181196,False,0.583,0.589,2,-6.621,1,0.203,0.0612,0.0,0.108,0.56,,4,anime,799974.0,Non-Explicit,0.7108918014457567
589,4eOcd47wPU3ixxYw0spREl,ENHYPEN,Let Me In (20 CUBE),66,189858,False,0.483,0.795,8,-4.338,0,0.181,0.00258,0.0,0.0912,0.685,171.853,4,anime,799974.0,Non-Explicit,0.7108918014457567
590,4nX9XlGazE4EkOJQyrT64j,Yuvan Shankar Raja,Rendu Raaja,66,202718,False,0.607,0.695,0,-9.537,1,0.0567,0.163,4.26e-06,0.109,0.594,150.061,4,k-pop,2325222.0,Non-Explicit,0.7780779598633281
591,5iIpbD34k4wnuRMZDNnuWf,HyunA,I'm Not Cool,66,174173,False,0.883,0.845,11,-2.069,1,0.0585,0.0161,0.00157,0.29,0.656,116.004,4,k-pop,1326022.0,Non-Explicit,0.742713194867
592,5EgYDyMDCi8X0zDydTF7Rb,BTS,Heartbeat (BTS World Original Soundtrack),66,253303,False,0.437,0.716,5,-4.306,1,0.05,0.39,0.0,0.208,0.307,170.094,4,k-pop,31623813.0,Non-Explicit,0.9424301084207701
593,58SIEtTjWErr0yEXVBKxvd,Jubin Nautiyal,Shri Krishna Govind Hare Murari,66,153002,False,0.59,0.632,7,-7.996,1,0.0376,0.301,0.0,0.169,0.345,110.0,4,k-pop,887733.0,Non-Explicit,0.7174462345769224
594,1418IuVKQPTYqt7QNJ9RXN,King,Maan Meri Jaan,66,194653,False,0.698,0.505,6,-8.242,0,0.0356,0.354,0.0,0.0995,0.396,95.868,4,hip-hop,117408.0,Non-Explicit,0.5900616484239465
595,6Kynli1iHBqJRWUCohcV9h,DIVINE,Kaam 25 - Sacred Games,66,149524,False,0.484,0.948,1,-4.296,0,0.451,0.0473,0.0,0.0565,0.686,125.645,5,hip-hop,2707418.0,Non-Explicit,0.7876604032365963
596,5jXrULyYKHjkAMk4TXZFoG,Yuvan Shankar Raja,Kaadhal Endral,66,87133,False,0.638,0.324,0,-7.787,0,0.0321,0.923,3.35e-05,0.151,0.446,,4,k-pop,2325222.0,Non-Explicit,0.7780779598633281
597,6Z8oU8xMOie24Cflh2Sw6p,Yuvan Shankar Raja,Venmegam,66,274853,False,0.803,0.426,3,-11.54,1,0.0742,0.418,2.23e-05,0.11,0.556,,4,k-pop,2325222.0,Non-Explicit,0.7780779598633281
598,1OqDvYVDhJyFZny7XlfIyZ,BTS,Let Go,66,299706,False,0.558,0.863,4,-3.53,1,0.178,0.17,0.0,0.289,0.388,173.908,4,k-pop,31623813.0,Non-Explicit,0.9424301084207701
599,3A4FRzgve9BjfKbvVXRIFO,RADWIMPS,Sparkle - movie ver.,66,537653,False,0.372,0.426,11,-8.421,1,0.0339,0.687,0.00784,0.109,0.287,123.993,4,k-pop,2346815.0,Non-Explicit,0.7786600078192798
600,70p3HYq9iHZisJqpDmWd1U,Linked Horizon,Guren no Yumiya,66,310680,False,0.455,0.952,1,-6.382,0,0.0787,0.0232,5.65e-05,0.0662,0.332,90.365,4,anime,206374.0,Non-Explicit,0.6255775127729502
601,0OGw7V8wAI6OsZIQ12JkTP,Vickeblanka,Black Rover,66,209573,False,0.592,0.937,11,-4.905,1,0.0442,0.00139,1.74e-05,0.189,0.529,102.073,4,anime,167118.0,Non-Explicit,0.6122919947517611
602,2LVw2bIK99go1NdD77dUCW,BTS,Outro : Ego,66,196198,False,0.808,0.903,0,-3.106,1,0.0957,0.0121,0.000248,0.0993,0.473,116.988,4,k-pop,31623813.0,Non-Explicit,0.9424301084207701
603,0zzRxtfO5FGxKdqq4OKmlw,BTS,Danger,66,245140,False,0.738,0.868,1,-3.363,1,0.0702,0.000907,0.000209,0.275,0.377,111.991,4,k-pop,31623813.0,Non-Explicit,0.9424301084207701
604,5fdp9rXfEixCGLM1Og4EN1,Erik Satie,Gnossienne No. 1,66,296480,False,0.376,0.00579,5,-31.615,0,0.0576,0.996,0.944,0.0882,0.0369,71.827,4,classical,551953.0,Non-Explicit,0.6875234238329736
605,089PFeXotzDLNQz9NCk6pF,BTS,No More Dream,66,222066,False,0.438,0.864,2,-5.185,1,0.47,0.0118,1.66e-06,0.431,0.594,167.898,4,k-pop,31623813.0,Non-Explicit,0.9424301084207701
606,17VP4tofJ3evJbtY8Tk1Qi,Yugo Kanno,il vento d'oro,66,295575,False,0.491,0.915,11,-4.834,1,0.143,0.00652,0.125,0.0906,0.582,134.947,4,anime,73319.0,Non-Explicit,0.5604144668215181
607,4dPVmeisPfQrLcjx0Wz1KW,Apollo Fresh,JoJo Pose,66,105333,True,0.781,0.533,1,-9.215,1,0.302,0.0366,0.0,0.597,0.326,133.967,4,anime,,Explicit,
608,3IDF7N86lrcWaJEt9C1gbS,Official HIGE DANdism,Cry Baby,66,240284,False,0.318,0.902,1,-4.605,1,0.131,0.0116,0.0,0.393,0.437,199.844,4,anime,3399308.0,Non-Explicit,0.8019904090004005
609,7G6WuVZuTbF6JcnA9wOvsD,IZ*ONE,Secret Story of the Swan,66,192333,False,0.703,0.941,7,-0.995,0,0.0808,0.131,0.0,0.319,0.758,,4,k-pop,903109.0,Non-Explicit,0.7185275326696303
610,2BPXILn0MqOe5WroVXlvN1,AILEE,I Will Go To You Like the First Snow,66,229678,False,0.497,0.431,5,-4.755,0,0.0287,0.66,0.0,0.153,0.167,133.675,4,k-pop,811889.0,Non-Explicit,0.7118227430569638
611,2MSgFefjK0T7Iwjvr3OKqV,Frédéric Chopin,"Chopin: Nocturne No. 20 in C-Sharp Minor, Op. Posth.",66,259493,False,0.225,0.0047,1,-30.928,0,0.0509,0.992,0.881,0.0722,0.186,163.665,4,classical,2372223.0,Non-Explicit,0.7793380710110077
612,0wGrTrI43CKmfzbFNNhftb,Sidhu Moose Wala,East Side Flow,66,224211,False,0.767,0.867,4,-2.931,0,0.247,0.109,0.0,0.155,0.786,151.965,4,hip-hop,3558210.0,Non-Explicit,0.8048671421593074
613,5ZTsPwtt7aCuzbWd5rDGys,MC STAN,Shana Bann,66,228112,True,0.674,0.514,5,-10.956,1,0.227,0.0126,0.0,0.158,0.192,,4,hip-hop,113125.0,Explicit,0.5877216782044242
614,1aQ58u4guUf999iQX3J2HF,Anirudh Ravichander,"Beast Mode (From ""Beast"")",66,220350,False,0.584,0.847,2,-5.106,1,0.0933,0.00105,0.000525,0.333,0.371,170.983,4,hip-hop,4039449.0,Non-Explicit,0.8128546604280386
615,5FiXhM80sP4yg6tEnHkZZn,(G)I-DLE,HWAA,66,197320,False,0.384,0.868,6,-3.226,0,0.0711,0.0458,5.82e-06,0.0797,0.233,95.027,4,k-pop,2456936.0,Non-Explicit,0.7815474594705234
616,4cTSnpyaIR1qGaTOLJunDM,BTS,BTS Cypher 4,66,294463,False,0.817,0.797,1,-4.395,0,0.0839,0.00533,7.77e-06,0.0551,0.361,119.978,4,k-pop,31623813.0,Non-Explicit,0.9424301084207701
617,56Cmy1rCQ35V2Q7groYiHl,TAEYEON,그대라는 시,66,209482,False,0.533,0.292,9,-7.1,1,0.0364,0.914,0.0,0.118,0.472,135.624,4,k-pop,1820310.0,Non-Explicit,0.7626628794392059
618,2UscVwaSo0fbaX5QxVgqH8,Jiří Horák,Hourglass,66,122125,False,0.431,0.00807,4,-29.783,0,0.0459,0.995,0.932,0.112,0.334,77.745,4,classical,1555.0,Non-Explicit,0.31781712463548717
619,0ErzcmZ2gIwX7X0xSMQPix,NCT,BOSS,66,210641,False,0.787,0.543,10,-6.7,0,0.037,0.0233,0.0,0.0861,0.332,99.026,4,k-pop,3017706.0,Non-Explicit,0.7944925132823624
620,2ujA6F1cpk3m8lsPE5aKua,EXO,The Eve,66,176026,False,0.636,0.702,0,-5.352,0,0.0334,0.0223,0.0,0.293,0.516,135.104,4,k-pop,7657868.0,Non-Explicit,0.8531305111565486
621,5btJjUxmhPK1cwdw0mnhRD,SECRET NUMBER,"Love, Maybe",66,185000,False,0.519,0.726,11,-2.874,1,0.0446,0.518,0.0,0.116,0.453,171.97,4,k-pop,125262.0,Non-Explicit,0.5941389429512585
622,1jxGBe4s8FwL2ZeNWszVuu,D.O.,I'm Gonna Love You,66,151733,False,0.519,0.445,0,-5.452,0,0.206,0.434,0.0,0.258,0.505,200.021,4,k-pop,964160.0,Non-Explicit,0.7226465100144981
623,6H0PLsSYMzDOqhLgyOlzIj,Kenshi Yonezu,感電,66,264533,False,0.633,0.723,8,-5.733,0,0.143,0.107,0.0,0.0818,0.688,103.101,4,anime,2749745.0,Non-Explicit,0.7886372091115921
624,47Rqh5ZSamtIOFi7G6VgFJ,Badshah,Paani Paani,66,174002,False,0.886,0.579,0,-7.231,1,0.209,0.236,4.23e-06,0.0586,0.427,105.028,4,hip-hop,12170185.0,Non-Explicit,0.882300729947363
625,60suOlM8VpTVITPFeqth8r,Jaura Phagwara,Sarkar,66,210116,False,0.69,0.399,8,-11.202,1,0.0576,0.202,0.0,0.247,0.311,,4,hip-hop,2573.0,Non-Explicit,0.3495115524076392
626,1pW5BQT2ltq0NPSlbkev0v,King,Pablo,66,279120,True,0.731,0.73,2,-6.302,1,0.123,0.411,0.0,0.052,0.503,,4,hip-hop,117408.0,Explicit,0.5900616484239465
627,0gmEt2nKOssVRStyUmjSpE,Paradox,Jaadugar,66,192000,False,0.674,0.566,5,-8.551,0,0.0802,0.77,0.0,0.181,0.186,95.045,4,hip-hop,88367.0,Non-Explicit,0.572169091910785
628,3oWv5qDKYN7MH6FdlglMN5,Guru Randhawa,Moon Rise,66,174056,False,0.756,0.713,3,-6.91,0,0.122,0.365,0.000153,0.228,0.597,92.039,4,hip-hop,6394966.0,Non-Explicit,0.8417822819956661
629,3gxNkvcP8scSzL6mGznTn3,BTS,Awake,66,226160,False,0.35,0.498,3,-6.589,1,0.0332,0.023,1.99e-06,0.269,0.34,142.803,4,k-pop,31623813.0,Non-Explicit,0.9424301084207701
630,7kyUapJyppdjzoAWB6XS14,BTS,Outro: Wings,66,225446,False,0.651,0.903,11,-3.117,0,0.129,0.00503,0.0,0.0875,0.658,125.032,4,k-pop,31623813.0,Non-Explicit,0.9424301084207701
631,0sjxRg1VlYfx4YG7uxurrq,Nina Simone,I Put A Spell On You,66,155026,False,0.42,0.398,6,-9.13,0,0.0296,0.755,0.000537,0.172,0.364,88.897,3,jazz,2140089.0,Non-Explicit,0.772853635750495
632,78MI7mu1LV1k4IA2HzKmHe,Louis Armstrong,Dream A Little Dream Of Me - Single Version,66,185160,False,0.443,0.104,0,-17.042,1,0.101,0.913,0.0,0.191,0.394,,4,jazz,2256652.0,Non-Explicit,0.7761931289585481
633,72ysGFB4mZTgQsPqN9PzPS,CL,Hello Bitches,66,178177,False,0.714,0.884,11,-2.932,1,0.113,0.00985,0.0,0.439,0.584,145.075,4,k-pop,733838.0,Non-Explicit,0.7054582504874046
634,1Q5SpQeocfNXefx76svqkl,NCT U,Make A Wish (Birthday Song),66,229400,False,0.732,0.795,8,-2.263,1,0.1,0.0632,0.0,0.0569,0.693,100.954,4,k-pop,2575260.0,Non-Explicit,0.7845091817299523
635,3BPoSr2pO34Aan6alFfVto,MOMOLAND,BBoom BBoom,66,208863,False,0.785,0.744,3,-4.249,0,0.0369,0.0149,0.00666,0.0661,0.833,126.018,4,k-pop,2350076.0,Non-Explicit,0.7787474436323114
636,1YQWosTIljIvxAgHWTp7KP,The Dave Brubeck Quartet,Take Five,66,324133,False,0.454,0.26,8,-13.193,0,0.0401,0.539,0.00078,0.0675,0.598,174.322,5,jazz,180620.0,Non-Explicit,0.6171842712610769
637,2shyarF21wZvWew00TdaP3,D.O.,Rose - English Version,66,153706,False,0.616,0.395,0,-3.167,1,0.0607,0.379,0.0,0.0871,0.631,,4,k-pop,964160.0,Non-Explicit,0.7226465100144981
638,6pxElwU80zhjbCC77Vn8EI,Tom Misch,Movie,66,357357,False,0.785,0.379,7,-11.446,1,0.0732,0.391,0.0161,0.267,0.182,122.043,3,jazz,854875.0,Non-Explicit,0.7150713552284292
639,2sFWzfV3kqAwXEWM9BjzwH,Stray Kids,MIROH,66,207617,False,0.564,0.979,9,-3.102,1,0.104,0.0091,0.0,0.249,0.505,126.059,4,k-pop,4344654.0,Non-Explicit,0.8174411037792926
640,3RsEvBUaNT9MXqUvQVuK1G,TOMORROW X TOGETHER,Cat & Dog,66,187573,False,0.843,0.794,8,-3.013,1,0.146,0.0637,0.00023,0.104,0.319,160.005,4,k-pop,3334132.0,Non-Explicit,0.8007713820860913
641,20pl0RVGT7P6L1Jr9p51nw,TOMORROW X TOGETHER,Trust Fund Baby,66,156364,False,0.465,0.407,5,-7.859,1,0.0819,0.715,0.0,0.0523,0.347,66.802,3,k-pop,3334132.0,Non-Explicit,0.8007713820860913
642,6C8JJFoGC4dkVtAHVK3iif,Sunidhi Chauhan,"Two Two Two (From ""Kaathuvaakula Rendu Kaadhal"")",66,176345,False,0.821,0.69,1,-4.981,1,0.187,0.0202,0.00398,0.199,0.648,140.171,4,hip-hop,5313646.0,Non-Explicit,0.8301185593880112
643,2mKvEIvd912eg3FZ8WamMS,Sidhu Moose Wala,Bitch I'm Back,66,230400,True,0.71,0.772,9,-4.496,0,0.103,0.203,0.0,0.853,0.789,149.829,4,hip-hop,3558210.0,Explicit,0.8048671421593074
644,5eN1nmOe9R29OBL6soTJov,AP Dhillon,MAJHE AALE,66,170322,False,0.871,0.496,10,-9.29,1,0.0721,0.035,2.83e-05,0.0742,0.287,93.033,4,hip-hop,110010.0,Non-Explicit,0.5859634962168149
645,19EZKr7Kf0XWCcspyWL8Rp,Sidhu Moose Wala,Celebrity Killer (feat. Tion Wayne),66,203333,False,0.714,0.72,2,-4.722,1,0.136,0.102,0.0,0.344,0.592,143.877,4,hip-hop,3558210.0,Non-Explicit,0.8048671421593074
646,2NBYiYtI4v1ujkhHZBq3xw,Sidhu Moose Wala,Invincible (feat. Stefflon Don),66,244444,False,0.774,0.672,2,-4.351,1,0.0621,0.276,1.82e-05,0.111,0.307,107.956,4,hip-hop,3558210.0,Non-Explicit,0.8048671421593074
647,7gFzBppKTiKAs38SWOjbO6,Vilen,Kyun Dhunde,66,70434,False,0.711,0.346,7,-10.162,1,0.0291,0.766,0.0,0.212,0.771,91.993,4,hip-hop,106546.0,Non-Explicit,0.5839488915007615
648,0YLSjVxSb5FT1Bo8Tnxr8j,Nucleya,Baaraat,66,222096,False,0.678,0.449,4,-9.379,0,0.0869,0.477,0.0,0.536,0.606,100.033,4,hip-hop,1589023.0,Non-Explicit,0.7541063379163034
649,3YOZLPRiTuYgItSGO41gPT,BURNOUT SYNDROMES,FLY HIGH!!,66,244493,False,0.475,0.961,11,-1.434,1,0.0705,0.0132,0.0,0.331,0.355,94.466,4,anime,161100.0,Non-Explicit,0.609982670228666
650,6aJ90LBl96bly9zuEH1U2X,Montell Jordan,This Is How We Do It,66,237546,False,0.791,0.702,1,-7.333,1,0.0623,0.0174,0.0,0.423,0.789,103.646,4,j-dance,578999.0,Non-Explicit,0.6905356672524738
651,2xo84jGkxFPrZmmBtS3Pkd,Stray Kids,Lonely St.,66,164853,False,0.686,0.825,7,-3.192,1,0.0582,0.248,0.0,0.0761,0.603,90.053,4,k-pop,4344654.0,Non-Explicit,0.8174411037792926
652,61RvEx7GLYRHQhG7ldjJo1,BTS,Intro: Serendipity,65,139971,False,0.477,0.581,8,-8.795,1,0.119,0.523,0.0,0.201,0.282,,4,k-pop,31623813.0,Non-Explicit,0.9424301084207701
653,3lSOZb5rruEnFbe9xWELF6,Fabrizio Paterlini,Rue des trois frères,65,111442,False,0.348,0.169,1,-18.45,1,0.0413,0.959,0.889,0.1,0.107,138.877,3,classical,74234.0,Non-Explicit,0.5611954143974227
654,2xizRhme7pYeITbH1NLLGt,Pyotr Ilyich Tchaikovsky,"Tchaikovsky: Swan Lake, Op. 20, Act II: No. 10, Scene. Moderato",65,166866,False,0.136,0.164,4,-18.756,0,0.0364,0.911,0.916,0.109,0.071,58.303,4,classical,964370.0,Non-Explicit,0.7226602233025229
655,3Dgmyz32dxvtxvUTPS0CUI,Antonio Vivaldi,"Vivaldi Variation (Arr. for Piano from Concerto for Strings in G Minor, RV 156)",65,112352,False,0.429,0.258,7,-16.967,0,0.0549,0.957,0.893,0.115,0.0972,,1,classical,1754909.0,Non-Explicit,0.7603588973613021
656,52d5NT69mkmr6WzvQJ9vHr,BTS,21st Century Girl,65,192596,False,0.716,0.906,2,-3.539,1,0.0719,0.00424,0.0,0.0547,0.763,101.029,4,k-pop,31623813.0,Non-Explicit,0.9424301084207701
657,29SjtKzBoJDgyIBusHylIS,BTS,War of Hormone,65,265602,False,0.612,0.993,9,-1.895,1,0.24,0.116,0.0,0.307,0.488,98.004,4,k-pop,31623813.0,Non-Explicit,0.9424301084207701
658,3gFQOMoUwlR6aUZj81gCzu,Joe Hisaishi,One Summer Day,65,189800,False,0.41,0.196,0,-15.956,1,0.0383,0.953,0.892,0.0974,0.0622,,4,classical,512810.0,Non-Explicit,0.6828916723521573
659,158kubraiqKrcYpRsDHrBU,BTS,Autumn Leaves,65,267150,False,0.619,0.804,10,-3.301,0,0.0424,0.0135,0.0,0.127,0.314,104.978,4,k-pop,31623813.0,Non-Explicit,0.9424301084207701
660,5zUPoHkgqAr1XwTMNzNtGs,Manni Sandhu,Fully Loaded,65,148858,True,0.783,0.607,9,-7.268,0,0.133,0.091,0.0,0.0986,0.862,92.109,4,hip-hop,171388.0,Explicit,0.613880655352779
661,0I9HIOTtaXrX968btEa3DA,Josh Kramer,Box of Memories,65,162160,False,0.3,0.0464,2,-27.828,1,0.0429,0.986,0.897,0.105,0.172,129.952,4,classical,3704.0,Non-Explicit,0.37244585341766157
662,0Vu5tjvXZX3qtzRiezxLi1,EVERGLOW,Pirate,65,210013,False,0.683,0.685,7,-5.381,1,0.0425,0.00195,0.0,0.0582,0.381,,4,k-pop,867390.0,Non-Explicit,0.7159864944493779
663,2r32XiAWtZbT3eLUvf4pag,Vishal Dadlani,Jee Le Zaraa,65,215202,False,0.584,0.698,4,-6.61,0,0.0376,0.447,0.0,0.0699,0.436,79.993,4,hip-hop,2928985.0,Non-Explicit,0.7926134894582828
664,6kekHWEQ4SyMe5EjYAlveP,Sid Sriram,High On Love,65,240169,False,0.627,0.779,4,-4.944,0,0.0392,0.214,9.34e-06,0.112,0.619,149.929,4,k-pop,2722447.0,Non-Explicit,0.78800897415622
665,1O00WM9qGLUBA5gq2yw0WF,Sidhu Moose Wala,Bloodlust (feat. Mr. Capone-E),65,159085,False,0.552,0.667,9,-8.024,1,0.333,0.0381,0.0,0.0777,0.348,174.889,4,hip-hop,3558210.0,Non-Explicit,0.8048671421593074
